frequency_hz,horizontal,vertical,axial
1.931254005554368547e+01,3.612255226224318857e-08,5.844392302737224923e-08,5.411811065000057403e-08
1.980773339030121605e+01,3.416279154150508190e-08,4.298291775579283309e-08,6.271770040407531040e-08
2.030292672505874663e+01,5.109777640009040113e-08,4.554584052587529494e-08,6.723443823633240206e-08
2.079812005981627721e+01,4.828385605544871875e-04,4.711249039671048411e-08,5.656062361260417964e-08
2.129331339457380778e+01,9.655378949853924732e-04,5.226566461448343150e-08,3.608451135293236596e-08
2.178850672933133836e+01,4.827768092124519028e-04,1.856986753641276781e-08,3.828811367096884238e-08
2.228370006408886894e+01,4.827164186805739388e-04,3.773105362842012529e-08,2.134783434307665671e-08
2.277889339884639952e+01,4.826522028907275202e-04,5.176879457008168052e-08,3.128053614394648468e-08
2.327408673360393010e+01,4.827338881051350611e-04,5.181011090748613939e-08,7.985483956277031243e-08
2.376928006836146068e+01,6.826116740090073121e-04,5.412145931003025433e-08,7.222645986683480252e-08
2.426447340311899126e+01,9.653953091131756712e-04,8.174131459085387213e-08,6.382875738704654427e-09
2.475966673787652184e+01,4.827478486723056671e-04,5.037702535853441515e-08,4.576616270810046550e-08
2.525486007263405241e+01,8.459011107640526771e-08,4.120924936232106817e-08,9.220001763434617757e-08
2.575005340739158299e+01,7.636402677539290874e-08,4.800392853290397715e-08,1.055178576707185954e-07
2.624524674214911357e+01,5.060747326988087635e-08,2.994916046970689127e-08,2.060194813381165914e-08
2.674044007690664060e+01,2.236072895610944977e-08,2.844064700904299290e-08,7.860484830565981895e-08
2.723563341166417118e+01,6.321631173432156013e-08,5.805674050214575945e-08,3.398159059761708921e-08
2.773082674642170176e+01,7.829789844496715087e-08,2.805349697802691259e-08,4.190338599847817168e-08
2.822602008117923233e+01,8.440205090130373757e-08,1.079427115136263361e-03,6.313846327998825412e-08
2.872121341593676291e+01,4.546915563601010857e-08,2.158770729894644250e-03,4.173197189024232144e-08
2.921640675069429349e+01,7.867204727592258703e-08,1.079466085164238354e-03,5.199198904317121106e-08
2.971160008545182407e+01,8.038793030538800391e-08,6.786157443471286513e-08,1.246169593274170126e-08
3.020679342020935465e+01,9.882480036417017123e-08,5.506674559526865693e-08,4.110605599643437074e-08
3.070198675496688523e+01,4.827174847541030895e-04,8.484793935754628883e-08,4.335682278900383034e-08
3.119718008972441581e+01,9.655988986386040886e-04,5.219517487914533716e-08,3.239498823958338432e-08
3.169237342448194639e+01,1.448232584790057993e-03,4.934685043642185794e-08,9.415732985057714783e-08
3.218756675923947341e+01,9.656243496403397889e-04,7.466218299964290868e-08,4.826787249042567953e-04
3.268276009399700399e+01,1.931007577340848949e-03,9.204750392207261696e-08,1.079485595997919890e-03
3.317795342875453457e+01,5.972666388062724055e-03,7.243282987368874248e-08,7.306081379921483022e-03
3.367314676351206515e+01,2.651136046259506759e-02,3.261603062834189334e-08,2.660364400195521298e-02
3.416834009826959573e+01,2.500063130558239158e-02,6.069093293400056168e-08,2.492147240518568022e-02
3.466353343302712631e+01,4.828875249217868398e-03,7.056147987646338113e-08,5.814078104179261006e-03
3.515872676778465689e+01,2.814918052302468367e-03,9.594510467638026308e-08,9.654370891674748153e-04
3.565392010254218746e+01,2.158895736584280200e-03,8.807679638448157201e-08,4.827611657997724656e-04
3.614911343729971804e+01,1.079486838183798354e-03,2.835765563221897035e-08,4.827283317244031855e-04
3.664430677205724862e+01,6.207878927320269349e-08,5.560581851939252664e-08,9.461176106716205668e-08
