frequency_hz,horizontal,vertical,axial
6.003381450849941103e+01,5.794054747643839071e-03,2.601407971986953126e-08,6.087825771436805589e-02
6.052589495529038999e+01,1.701852712098082233e-07,2.817505795392186539e-08,5.401465574250335043e-03
6.101797540208136894e+01,1.280916557171927746e-07,3.291222377862403736e-08,3.771336848898667639e-03
6.151005584887234789e+01,7.076012433699160095e-08,5.290796767790959678e-08,6.298081043991041146e-08
6.200213629566332685e+01,3.530224609671115115e-08,6.689263941444440955e-08,1.877865237124703843e-07
6.249421674245430580e+01,6.065032015501973474e-08,5.010308051803854887e-08,2.031603044577282121e-08
6.298629718924528476e+01,2.222576931107287547e-08,7.454253162278260293e-08,7.885399319803594602e-08
6.347837763603626371e+01,3.493662977399567978e-08,8.956370442167790137e-08,7.484635734362499305e-08
6.397045808282724266e+01,8.804042404048374355e-08,1.125185342416731577e-08,1.860800087092472982e-09
6.446253852961821451e+01,2.696725507329288520e-08,3.563625127961861181e-08,7.767709700644395781e-08
6.495461897640919346e+01,5.021670243956989525e-08,5.771403148212872808e-08,2.128630559828870324e-08
6.544669942320017242e+01,9.530026354487874633e-08,4.713756716817367931e-08,1.273865203348648377e-08
6.593877986999115137e+01,5.662045070683177386e-08,7.847152363440585943e-08,1.109250090735552180e-07
6.643086031678213033e+01,7.464639202608841765e-09,6.912083346382105780e-08,6.473205549588986829e-08
6.692294076357310928e+01,6.046854702797508442e-08,6.515921388082445293e-08,2.353306736057423738e-08
6.741502121036408823e+01,3.597235670913806175e-08,9.219977977534333184e-08,2.237379405541767937e-08
6.790710165715506719e+01,3.145405433816607447e-08,1.010076873783352893e-07,5.906161650404863377e-08
6.839918210394604614e+01,4.513210892736131491e-08,7.383588871566532789e-08,1.010658845559242860e-08
6.889126255073702509e+01,8.459282109257087526e-08,2.681342431104119478e-08,5.212346969398563804e-08
6.938334299752800405e+01,1.286809239048773810e-07,5.976882235751279462e-08,5.499793179962059075e-08
6.987542344431898300e+01,1.381370614519875251e-07,2.443836935101528940e-08,4.901201246250277928e-08
7.036750389110996196e+01,9.251418876806234255e-08,6.088898187294946285e-08,3.733462918849873921e-08
7.085958433790094091e+01,3.595192967720031723e-08,5.943082370191090267e-08,1.474580572572640671e-08
7.135166478469191986e+01,4.159771908276104760e-08,2.346862218098719266e-08,5.867678491042384141e-08
7.184374523148289882e+01,1.682737305293565708e-08,1.835255235343237044e-08,4.751040220262509316e-08
7.233582567827387777e+01,2.264402794934105034e-08,4.023038344764925285e-08,4.457860015699620340e-08
7.282790612506485672e+01,3.396601716409419733e-09,4.994710078379867133e-08,4.010015758586585803e-08
7.331998657185583568e+01,2.579469068944436743e-08,5.395816136697893770e-08,3.114466802814703587e-08
7.381206701864681463e+01,4.259997199557302396e-08,6.866435406644600146e-08,3.564604066875166924e-08
7.430414746543779358e+01,4.986480848553824618e-08,9.041429983705170045e-08,3.672012672375747384e-08
7.479622791222877254e+01,2.810481281491857533e-08,8.748123202831213795e-08,4.886030408591288398e-08
7.528830835901975149e+01,7.289077962419523797e-09,5.501776012415808906e-08,6.568900724247352988e-08
7.578038880581073045e+01,5.092236038026259051e-08,1.741028124769844890e-08,4.429532777287975454e-08
7.627246925260170940e+01,3.447460525620913538e-08,6.039600302954968861e-08,7.199122280216950031e-08
7.676454969939268835e+01,6.749676513412105640e-08,6.593492627478284561e-08,7.891675886515634226e-08
7.725663014618366731e+01,8.431492158016483006e-08,1.102444675240952182e-08,3.043161747302300611e-08
7.774871059297464626e+01,7.449737733175902206e-08,7.395334011940635672e-08,4.102440672186119863e-08
7.824079103976562521e+01,4.553914678790175776e-08,5.053574370832270359e-08,5.300928426235850900e-08
7.873287148655660417e+01,8.439804582059195706e-08,3.109345365729600671e-08,8.223393991371194743e-08
7.922495193334758312e+01,7.193511483284638140e-08,5.607183943763211794e-08,3.152850402091657668e-08
7.971703238013856208e+01,2.977392377237082551e-08,4.898491069695661183e-08,1.697190365948698202e-08
8.020911282692954103e+01,1.534089539843367852e-08,3.780097158528812265e-08,1.325982491306974622e-08
8.070119327372051998e+01,2.538187552514147669e-08,2.746311564312683101e-08,3.724169247171737118e-08
8.119327372051149894e+01,5.329388096840419447e-08,2.672290579074453738e-08,9.747683540321227692e-08
8.168535416730247789e+01,5.144702335725509928e-08,5.161280226069993956e-09,8.916497120202756737e-08
8.217743461409345684e+01,6.189282233772697817e-08,1.967980145087184698e-08,3.426908999593428445e-08
8.266951506088443580e+01,3.939947487120389913e-08,4.796341868598993298e-08,4.650181053464090386e-08
8.316159550767541475e+01,5.806416891445662786e-08,5.673654788901017126e-08,3.663074889781139254e-08
8.365367595446639370e+01,7.495838417684838791e-08,3.041366083633161345e-08,3.150461697970122290e-08
8.414575640125737266e+01,5.878482822128574090e-08,2.734896183202488304e-08,8.132448571231004411e-09
8.463783684804835161e+01,1.060642701846076175e-07,2.880217079268077865e-08,1.396432869299481822e-08
8.512991729483933057e+01,7.606680565698177881e-08,4.443979107148890820e-08,7.481920761151707702e-08
8.562199774163030952e+01,2.086443157973137774e-08,4.547297067450986880e-08,7.816123110276815011e-08
8.611407818842128847e+01,2.867160057835086885e-08,1.616375948835715109e-08,5.030446626409900459e-08
8.660615863521226743e+01,3.072576619066600701e-09,3.706546067324371910e-08,6.550916653098784305e-08
8.709823908200324638e+01,4.683710984931893313e-08,8.344471103618170150e-08,8.202390469900665026e-08
